Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Category,Operation
35.6,6060883534,147456,41103.0,40960.0,39232,787326,7344.5,CUDA_KERNEL,"void imp::gemv_dp4a_gate_up_kernel<imp::DequantTraits<(imp::DPQTag)1>, (int)2>(const unsigned char *, const unsigned char *, const imp::block_q8_1 *, const float *, __half *, __half *, int, int)"
24.3,4142290209,294912,14045.9,17983.5,8576,540894,6696.1,CUDA_KERNEL,"void imp::gemv_dp4a_kpar_kernel<imp::DequantTraits<(imp::DPQTag)1>, (bool)1>(const unsigned char *, const imp::block_q8_1 *, const float *, __half *, const __half *, int, int)"
10.8,1834904947,147456,12443.7,12415.5,11360,444926,4656.8,CUDA_KERNEL,"void imp::gemv_dp4a_kpar_qkv_kernel<imp::DequantTraits<(imp::DPQTag)1>>(const unsigned char *, const unsigned char *, const unsigned char *, const imp::block_q8_1 *, const float *, __half *, __half *, __half *, int, int, int, int)"
10.5,1795627258,147456,12177.4,9408.0,4768,502142,6060.5,CUDA_KERNEL,"void imp::paged_attention_splitk_pipeline_kernel<(int)128>(const __half *, const __half *, const __half *, float *, const int *, const int *, int, int, int, int, float, int, int, int, int, float)"
6.5,1108726621,4099,270487.1,268703.0,266911,801886,23092.9,CUDA_KERNEL,"void imp::gemv_dp4a_fp32_kernel<imp::DequantTraits<(imp::DPQTag)1>, (int)2>(const unsigned char *, const imp::block_q8_1 *, const float *, float *, int, int)"
4.9,840794394,299011,2811.9,2784.0,2528,365887,1232.7,CUDA_KERNEL,"imp::rmsnorm_quantize_q8_1_kernel(const __half *, const __half *, imp::block_q8_1 *, float *, __half *, int, float, float)"
1.9,322428145,147456,2186.6,2176.0,1888,245759,865.2,CUDA_KERNEL,"imp::qknorm_rope_fused_fp16_kernel(__half *, __half *, const __half *, const __half *, const int *, int, int, int, float, float, float, int, bool, float, float, float, float, float, const float *)"
1.6,269413394,147456,1827.1,1920.0,991,169759,500.1,CUDA_KERNEL,"imp::paged_attention_reduce_kernel(const float *, __half *, int, int, int)"
1.0,164421898,147564,1114.2,1152.0,927,2080,78.9,CUDA_KERNEL,"imp::write_kv_cache_fused_kernel(const __half *, const __half *, const int *, const int *, __half *, __half *, int, int, int, int, int, int)"
0.9,147833415,91486,1615.9,288.0,224,2921427,31367.9,MEMORY_OPER,[CUDA memcpy Host-to-Device]
0.7,121412187,147456,823.4,832.0,735,1504,41.0,CUDA_KERNEL,"void imp::fused_act_quantize_q8_1_kernel<imp::SwiGLUAct>(const __half *, const __half *, imp::block_q8_1 *, float *, int, T1)"
0.6,100060647,147456,678.6,672.0,640,1280,16.1,CUDA_KERNEL,"void imp::fused_act_quantize_q8_1_kernel<imp::IdentityAct>(const __half *, const __half *, imp::block_q8_1 *, float *, int, T1)"
0.2,32647330,721,45280.6,30592.0,7135,1150203,50272.1,CUDA_KERNEL,"imp::dequant_q8_0_kernel(const unsigned char *, __half *, int, int)"
0.1,18959622,4099,4625.4,4640.0,2368,5184,233.8,CUDA_KERNEL,"imp::embedding_lookup_q8_0_kernel(const unsigned char *, const int *, __half *, int)"
0.1,17686159,4099,4314.7,4320.0,3936,4928,127.2,CUDA_KERNEL,"imp::argmax_partial_kernel(const float *, int, float *, int *)"
0.1,11249783,228,49341.2,50272.0,28576,79775,19733.9,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_64x6_tn_align8>(T1::Params)
