Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Category,Operation
34.7,4604294749,114688,40146.3,40000.0,38432,531837,6836.4,CUDA_KERNEL,"void imp::gemv_dp4a_gate_up_kernel<imp::DequantTraits<(imp::DPQTag)1>, (int)2>(const unsigned char *, const unsigned char *, const imp::block_q8_1 *, const float *, __half *, __half *, int, int)"
23.2,3081195563,229376,13432.9,17568.0,7872,444254,6691.9,CUDA_KERNEL,"void imp::gemv_dp4a_kpar_kernel<imp::DequantTraits<(imp::DPQTag)1>, (bool)1>(const unsigned char *, const imp::block_q8_1 *, const float *, __half *, const __half *, int, int)"
10.6,1404341411,114688,12244.9,12192.0,11360,423614,4264.3,CUDA_KERNEL,"void imp::gemv_dp4a_kpar_qkv_kernel<imp::DequantTraits<(imp::DPQTag)1>>(const unsigned char *, const unsigned char *, const unsigned char *, const imp::block_q8_1 *, const float *, __half *, __half *, __half *, int, int, int, int)"
9.0,1195130830,114688,10420.7,9184.0,4768,387358,4784.0,CUDA_KERNEL,"void imp::paged_attention_splitk_pipeline_kernel<(int)128>(const __half *, const __half *, const __half *, float *, const int *, const int *, int, int, int, int, float, int, int, int, int, float)"
8.3,1099164910,4099,268154.4,266527.0,258527,989052,29125.7,CUDA_KERNEL,"void imp::gemv_dp4a_fp32_kernel<imp::DequantTraits<(imp::DPQTag)1>, (int)2>(const unsigned char *, const imp::block_q8_1 *, const float *, float *, int, int)"
5.1,677074166,233475,2900.0,2880.0,2687,229567,752.4,CUDA_KERNEL,"imp::rmsnorm_quantize_q8_1_kernel(const __half *, const __half *, imp::block_q8_1 *, float *, __half *, int, float, float)"
3.4,453991754,1058563,428.9,256.0,223,2861298,8214.3,MEMORY_OPER,[CUDA memcpy Host-to-Device]
1.8,233382779,114688,2034.9,2272.0,991,5024,380.6,CUDA_KERNEL,"imp::paged_attention_reduce_kernel(const float *, __half *, int, int, int)"
1.2,153973689,114688,1342.5,1376.0,1151,2016,86.8,CUDA_KERNEL,"imp::write_kv_cache_rope_fused_kernel(const __half *, const __half *, const int *, const int *, __half *, __half *, int, int, int, int, int, int, int, int, float, float, int, bool, const float *)"
0.6,85253340,114688,743.4,736.0,703,1248,46.9,CUDA_KERNEL,"void imp::fused_act_quantize_q8_1_kernel<imp::SwiGLUAct>(const __half *, const __half *, imp::block_q8_1 *, float *, int, T1)"
0.6,81492474,114688,710.6,736.0,575,1376,79.8,CUDA_KERNEL,"imp::rope_q_only_fp16_kernel(__half *, const int *, int, int, float, float, int, bool, const float *)"
0.6,79880722,114688,696.5,704.0,639,1280,17.3,CUDA_KERNEL,"void imp::fused_act_quantize_q8_1_kernel<imp::IdentityAct>(const __half *, const __half *, imp::block_q8_1 *, float *, int, T1)"
0.2,25397272,561,45271.4,27552.0,8352,1165915,55846.5,CUDA_KERNEL,"imp::dequant_q8_0_kernel(const unsigned char *, __half *, int, int)"
0.2,21072320,4099,5140.8,5120.0,4768,5632,143.9,CUDA_KERNEL,"imp::embedding_lookup_q8_0_kernel(const unsigned char *, const int *, __half *, int)"
0.1,14989182,4099,3656.8,3648.0,3328,4416,120.4,CUDA_KERNEL,"imp::argmax_partial_kernel(const float *, int, float *, int *)"
0.1,7940655,120,66172.1,67631.5,30496,95456,12411.5,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x64_64x3_tn_align8>(T1::Params)
